Station: Sion-Aéroport-A9,,,,,,,,
Rural, motorway,,,,,,,
Hourly means, PREC: Hourly sums,,,,,,,
MEZ/CET,,,,,,,,
Source: NABEL/MeteoSchweiz,,,,,,,,
Date/time,O3 [ug/m3],NO2 [ug/m3],PM10 [ug/m3],PM2.5 [ug/m3],NOX [ug/m3 eq. NO2],TEMP [C],PREC [mm],RAD [W/m2]
07.03.2019 21:00,39.9,43.6,8.5,3.6,54.9,7.3,0,0
07.03.2019 22:00,25.7,45.4,10.1,3,55.6,6.2,0,0
07.03.2019 23:00,19.4,48.8,6.7,2.6,61,4.7,0,0
08.03.2019 00:00,13.6,49.7,6.6,3.3,60.8,4,0,0
08.03.2019 01:00,23.8,31.3,7.1,3.6,35.9,3.8,0,0
08.03.2019 02:00,27.7,26.9,5.7,2.9,29,4.5,0,0
08.03.2019 03:00,29.6,22.7,5.2,2.7,24.5,4.6,0,0
08.03.2019 04:00,23.7,25.1,4.9,2.7,27.1,4,0,0
08.03.2019 05:00,18.1,27.3,5.5,2.5,31.9,3,0,0
08.03.2019 06:00,15.9,34.8,6.1,2.7,45.6,2.8,0,0
08.03.2019 07:00,3.9,56.1,11.9,3.5,110.8,2,0,0.3
08.03.2019 08:00,1.8,75.3,34.3,6.9,237.4,2.1,0,27.5
08.03.2019 09:00,10.1,70.9,56.5,10.5,231.3,4,0,223
08.03.2019 10:00,32.1,42.5,27.6,5.7,92.6,6.9,0,417.8
08.03.2019 11:00,47.9,28.2,13.7,3.3,53.1,8.5,0,491.8
08.03.2019 12:00,62.9,17.7,8.7,2.6,29.3,10.2,0,522.3
08.03.2019 13:00,65.5,17.9,9.9,3.3,26.7,11.9,0,626.8
08.03.2019 14:00,87.9,4.5,4.2,1.4,5.9,14.7,0,809.2
08.03.2019 15:00,84.4,11.7,5.7,1.5,17.7,15,0,655
08.03.2019 16:00,80.2,15.6,7.1,1.8,23.1,14.8,0,537.3
08.03.2019 17:00,68.6,23.6,9.5,2.6,33.7,13,0,265.8
08.03.2019 18:00,60.1,31.1,12,3.4,45.1,10.7,0,57.5
08.03.2019 19:00,57.2,28.8,10,3.3,39.2,9.6,0,3.2
08.03.2019 20:00,57.7,24.5,8,3.4,28.2,8.7,0,0
08.03.2019 21:00,54.8,21.6,7.1,3.7,24.4,8.1,0,0
08.03.2019 22:00,28.5,48.4,10.6,4.7,60.2,7.3,0,0
08.03.2019 23:00,32.4,36.6,7.7,4.3,47.7,6.2,0,0
09.03.2019 00:00,15.9,52.4,8.9,4.8,66.5,6,0,0
09.03.2019 01:00,11.4,49.2,9.4,4.7,59.9,5.6,0,0
09.03.2019 02:00,24.1,28.1,8.6,4.7,32.9,5.5,0,0
09.03.2019 03:00,20.7,28.1,8.8,5.3,30.6,5.5,0,0
09.03.2019 04:00,25,22.8,9.1,5.3,24.8,5.7,0,0
09.03.2019 05:00,19.3,27.1,10.4,5.7,32.5,5.5,0,0
09.03.2019 06:00,19.9,28.8,9.7,5.5,36.9,5.6,0,0
09.03.2019 07:00,20.6,30.4,10.8,5.9,43.6,5.7,0,0.3
09.03.2019 08:00,11.1,42.7,14.1,6.8,70.7,6,0,20.8
09.03.2019 09:00,20.2,42.3,14,6.3,71.2,7.4,0,95.7
09.03.2019 10:00,26.7,40.2,17.2,6.5,70.7,8.2,0,113.8
09.03.2019 11:00,42,26.9,15.2,5.6,43.7,8.8,0,179
09.03.2019 12:00,44.2,30,11.4,4.5,42.4,9.8,0,202.7
09.03.2019 13:00,72.7,15.2,7.2,2.5,19.4,11.2,0,313.8
09.03.2019 14:00,70.8,23.7,6.1,1.8,31.7,11.6,0,184.2
09.03.2019 15:00,64.8,31.2,8.3,2.5,45.3,11.7,0,142.8
09.03.2019 16:00,65.5,17.1,8.5,3.1,21.4,11.8,0,127.2
09.03.2019 17:00,48.4,25.3,9,4.6,33.9,10.3,0.1,48
09.03.2019 18:00,45,26.2,11.8,5.4,31.5,9.2,0.7,21.2
09.03.2019 19:00,29.4,44,24.4,9.4,62.7,8.7,1.4,0.2
09.03.2019 20:00,32.9,33.5,17.9,8.8,46.6,8.6,0.1,0
09.03.2019 21:00,26,34.3,18.3,9.7,48.8,8.4,0.1,0
09.03.2019 22:00,23.2,30.6,17.1,10.8,41.5,7.9,0,0
09.03.2019 23:00,14.4,36.1,17,11.7,51.5,7.6,0,0
10.03.2019 00:00,8.1,31.7,13.2,9.4,48.8,7.1,0,0
10.03.2019 01:00,5.5,32.3,10,9.4,43.2,7.4,0,0
10.03.2019 02:00,6.3,30.4,10.6,10.1,41.7,7.3,0.4,0
10.03.2019 03:00,7.8,23.7,11.4,10.9,27.8,7.4,0.1,0
10.03.2019 04:00,6.8,24.9,12.5,12.2,27.6,7.4,0.1,0
10.03.2019 05:00,5.3,24.4,13,12.8,31.7,7.5,0.9,0
10.03.2019 06:00,6.5,23,12.9,13.4,25.9,7.6,0.8,0
10.03.2019 07:00,4,26.8,13,12.8,38.5,7.7,0.3,0
10.03.2019 08:00,4.3,27.6,13,12.6,48.7,7.7,0.1,7.2
10.03.2019 09:00,4.9,27.5,13.5,12.5,50.9,7.9,0.5,20.3
10.03.2019 10:00,6.4,26.1,13.3,12.4,51.5,8.4,0.2,65.8
10.03.2019 11:00,14,22.6,11.6,10.1,47.7,9.2,0,153.5
10.03.2019 12:00,10.2,32.4,12.5,9,68.6,9.4,0.2,56.2
10.03.2019 13:00,16.3,26.5,14.1,10.2,54,10,0.1,165.8
10.03.2019 14:00,21.7,21.3,11.6,8.4,36.7,10.5,0,139
10.03.2019 15:00,30.3,18.8,9.9,6.6,34.2,12.6,0,330.7
10.03.2019 16:00,55.9,11.9,3.6,1.3,20.4,15.1,0,238
10.03.2019 17:00,52.8,15.1,3.4,0.8,23.1,14.3,0,89
10.03.2019 18:00,61,9.3,1.5,0.6,12.5,12.4,0,57.2
10.03.2019 19:00,59.9,8.5,2.1,0.7,11,11.4,0,6
10.03.2019 20:00,60,8.4,1.9,0.9,10.1,11.1,0,0
10.03.2019 21:00,65.9,11.5,3.5,1.3,14.6,11,0,0
10.03.2019 22:00,70.1,8.5,3.3,1.7,10,10.3,0,0
10.03.2019 23:00,73.5,6.2,2.5,1.5,7.9,9.7,0,0
11.03.2019 00:00,77.7,3.6,3.8,1.8,4.1,9.8,0,0
11.03.2019 01:00,81.1,3.9,4,2.5,4.6,9.8,0,0
11.03.2019 02:00,84.1,2.5,3,1.8,2.9,7.9,0,0
11.03.2019 03:00,86.7,2.2,3.5,1.9,2.6,6.3,0,0
11.03.2019 04:00,84.5,2.7,2.7,1.6,3.1,5.8,0,0
11.03.2019 05:00,84.9,3.3,3.5,2.2,4,6.3,0,0
11.03.2019 06:00,79,10.9,6.7,2.9,15,6.5,0,0
11.03.2019 07:00,70,22.4,9.3,3.4,32,6,0,0.2
11.03.2019 08:00,67.6,24.8,10.2,3.4,33.3,6.2,0,30.2
11.03.2019 09:00,85.5,7.4,6.1,2.4,9.1,7.2,0,88.3
11.03.2019 10:00,85.1,7.5,5.3,2,9.7,7.1,0,155.3
11.03.2019 11:00,85.4,8.6,5.8,1.6,13,6.7,0,75
11.03.2019 12:00,74.4,21.3,7.7,1.6,32.4,5.4,0,103.5
11.03.2019 13:00,77.3,12.2,1.4,0.6,15.2,3.5,0.9,19.3
11.03.2019 14:00,66.3,28.5,3.7,1.5,42.8,2.1,3.4,45.2
11.03.2019 15:00,63.1,32.1,5,1.9,47.2,2.6,0.1,92.3
11.03.2019 16:00,63.4,31.3,3.7,1.6,44.1,3.1,0,84.5
11.03.2019 17:00,58.5,41.1,4.1,1.7,61.6,3,0,34.5
11.03.2019 18:00,55.7,46,3,1.6,76.4,2.9,0,18.8
11.03.2019 19:00,72.7,24,1.7,1.1,31,1.6,0.1,1
11.03.2019 20:00,68.4,23.8,2.5,1.9,30.2,0.9,0.9,0
11.03.2019 21:00,69.2,21.5,6.7,3.2,26.7,1.3,0.1,0
11.03.2019 22:00,66.1,22.2,16.3,5.5,27.5,1.2,0,0
11.03.2019 23:00,62.8,20.2,8.9,4.2,24.7,1.9,0,0
12.03.2019 00:00,66.1,12.7,7.1,4,14.4,1.8,0,0
12.03.2019 01:00,66.1,10.3,5.3,3.5,11.3,1.7,0,0
12.03.2019 02:00,59.5,13.7,3.8,2.8,14.6,0.7,0,0
12.03.2019 03:00,48.3,20.1,3.2,2.1,21.9,-0.3,0,0
12.03.2019 04:00,39.9,25.9,3,1.9,28.5,-1,0,0
12.03.2019 05:00,37.1,25.4,2.6,1.8,27.5,-1.6,0,0
12.03.2019 06:00,13.5,67.5,5.2,2.3,110.7,-1.8,0,0
12.03.2019 07:00,7.5,73.1,8.3,3.3,136.2,-2.2,0,1
12.03.2019 08:00,3.7,103.7,13.1,5.2,303,-2.2,0,31.8
12.03.2019 09:00,26.9,63.4,12.5,3.9,136,-0.4,0,270.3
12.03.2019 10:00,43,48.9,8.7,2.9,95.3,1,0,424.2
12.03.2019 11:00,57.2,36.4,29.5,5.2,64.1,3,0,453
12.03.2019 12:00,62.4,33,38.5,6.8,57.8,4.8,0,622.8
12.03.2019 13:00,74.5,22.6,18.8,4.3,37.4,6.3,0,505
12.03.2019 14:00,74,23.9,15.4,4,37.4,7.3,0,414
12.03.2019 15:00,72.6,28.5,17.2,3.9,46,8.2,0,524.3
12.03.2019 16:00,71.1,30.9,14.7,3.6,48.9,9.2,0,372.3
12.03.2019 17:00,54.6,58,25.6,5,98.3,9.5,0,195.2
12.03.2019 18:00,36.5,78,33.7,6.6,142,9.2,0,66.5
12.03.2019 19:00,25.2,70.9,28,6.1,113.8,7.5,0,5.7
12.03.2019 20:00,12.3,70.1,23.4,6.4,102.4,5.9,0,0
12.03.2019 21:00,16.8,60.2,18.3,5.6,77.2,5.6,0,0
12.03.2019 22:00,26.5,40.6,12.6,4.4,49.7,5.8,0,0
12.03.2019 23:00,28.3,34.2,9.2,4,40,5.1,0,0
13.03.2019 00:00,24.5,33.4,9.4,4.4,38.8,4.8,0,0
13.03.2019 01:00,31.5,23.6,7.7,4.4,24.7,5.1,0,0
13.03.2019 02:00,34.2,20.3,7.5,4.5,21.5,5.2,0,0
13.03.2019 03:00,30.4,20.5,6.4,3.9,21.8,5,0,0
13.03.2019 04:00,71.9,7.1,3,1.8,7.6,5.7,0,0
13.03.2019 05:00,89.7,3.2,0.6,0.2,3.7,4.5,0.1,0
13.03.2019 06:00,91.5,7,0.6,0.2,10,5,0,0
13.03.2019 07:00,86.3,14.9,0.6,0.2,20.2,5.2,0,0.7
13.03.2019 08:00,68.5,42.6,6.1,1,65.3,5.5,0,35.2
13.03.2019 09:00,69.4,39.2,29.6,4.2,61.1,7,0,230.2
13.03.2019 10:00,83.3,16.2,12,2,23.1,7.5,0,264.5
13.03.2019 11:00,81.8,19,8.3,1.6,27.2,7.8,0,287.8
13.03.2019 12:00,76.2,23,10.5,1.9,33.8,7.6,0,314.3
13.03.2019 13:00,89.4,7.1,3.3,0.8,9.6,8.7,0,545.5
13.03.2019 14:00,91.9,5.8,1.9,0.6,8.2,9.1,0,485.8
13.03.2019 15:00,86.3,13.2,4.2,1,18.2,9.1,0,302.2
13.03.2019 16:00,86.7,12.1,3.3,0.9,17.2,7.9,0,170.2
13.03.2019 17:00,77.8,25.1,7.5,1.6,36.8,7.8,0,87
13.03.2019 18:00,67.6,37.3,11.2,2.4,53.9,7.3,0,33.3
13.03.2019 19:00,67.6,31.6,9.1,2.1,43.1,6.5,0,1.3
13.03.2019 20:00,73.7,21.9,4.8,1.6,29.4,6.4,0,0
13.03.2019 21:00,74.6,17.2,4.4,1.6,21.6,6.3,0,0
13.03.2019 22:00,72.4,17.6,4.6,2,20.7,5.8,0,0
13.03.2019 23:00,79.5,11.1,4.2,1.5,13.1,5,0,0
14.03.2019 00:00,72.4,11.6,2.5,1.6,13.5,5,0,0
14.03.2019 01:00,72.1,9.5,2.1,1.8,10.5,5.3,0,0
14.03.2019 02:00,77,5.2,1.6,1.2,5.8,4.8,0.1,0
14.03.2019 03:00,79.4,3.3,1,0.9,3.5,4.9,0,0
14.03.2019 04:00,79.2,3.1,1,0.9,3.7,4.9,0,0
14.03.2019 05:00,78.9,5,0.9,0.8,6,4.6,0,0
14.03.2019 06:00,74,8.5,1.4,1.2,10.3,4.7,0,0
14.03.2019 07:00,63.9,18.6,1.8,1.3,23.1,4.6,0,1.3
14.03.2019 08:00,47.9,52.5,3.1,1.8,81.9,4.8,0,24.8
14.03.2019 09:00,58.2,24.9,7,2.7,30.5,5.3,0,65.3
14.03.2019 10:00,57.8,29.6,16.5,4.1,43.3,5.8,0,128.8
14.03.2019 11:00,60.8,37.3,27,6.1,62.1,6.5,0,156.5
14.03.2019 12:00,63,39.6,23.6,5.3,62.8,6.6,0,165.7
14.03.2019 13:00,76,19.4,8.4,2.3,29.3,6.9,0,204
14.03.2019 14:00,59.8,40.5,14.9,3.6,65.2,7.2,0,155.3
14.03.2019 15:00,58.3,40.3,15.2,3.7,68.1,7.2,0,109.3
14.03.2019 16:00,75,13.6,5.1,1.4,16.9,6.8,0,42.2
14.03.2019 17:00,77.1,13.8,2.5,0.9,17.5,5.8,0.7,11.7
14.03.2019 18:00,48.6,55.5,27.2,7.9,89.2,4.7,2.2,4
14.03.2019 19:00,62.8,26.3,7.3,3.1,31,4.2,2,0
14.03.2019 20:00,63.1,20.3,2.7,1.8,23.3,4.5,1.3,0
14.03.2019 21:00,42.5,38.6,5,4.1,44.3,4.7,0.5,0
14.03.2019 22:00,53.1,25.8,4,3.2,30.1,5.3,0.9,0
14.03.2019 23:00,67.9,10.6,1.7,1.3,12.7,5.5,0.7,0
15.03.2019 00:00,70.9,7,1.3,0.9,8.1,6,0.7,0
15.03.2019 01:00,72.1,5.5,1.2,0.6,6.3,6.4,0.6,0
15.03.2019 02:00,71.7,5.7,0.8,0.4,6.2,6.8,0.2,0
15.03.2019 03:00,69.4,7.3,0.9,0.4,8.1,7.5,0.1,0
15.03.2019 04:00,76.2,3.7,0.9,0.3,4.2,7.5,0.3,0
15.03.2019 05:00,72.2,4.8,1,0.4,5.8,7.4,0.4,0
15.03.2019 06:00,65,13.7,3.3,1,17.5,7.2,1.2,0
15.03.2019 07:00,38.6,49.3,5.9,2.2,87.3,7.2,1.9,0
15.03.2019 08:00,4.3,88.6,10.5,4.6,168.2,7.1,1.4,3.3
15.03.2019 09:00,10.6,82.8,16,6.5,147.1,7.4,0.9,24.7
15.03.2019 10:00,18.5,67.1,11.4,4.3,122.3,8,0.4,65.8
15.03.2019 11:00,22.7,56.3,8.9,3,89.5,8.8,0,89
15.03.2019 12:00,24.7,54.7,10.5,3.2,99.2,9.6,0,142.2
15.03.2019 13:00,20.8,60.7,9.1,3.2,123.7,10.3,0,163.8
15.03.2019 14:00,22.7,56.6,7.5,2.5,111.3,11.3,0,207.8
15.03.2019 15:00,42.7,27.4,6.1,1.6,46.6,13.1,0,206.3
15.03.2019 16:00,43.3,29,14.3,2.1,54.3,13.5,0,179.3
15.03.2019 17:00,39.8,34.6,13.6,2,68.4,13.7,0,135.8
15.03.2019 18:00,41.8,30.4,10.7,1.7,56.8,13,0,58.7
15.03.2019 19:00,43,26.7,7.5,1.3,45.9,11.8,0,7.8
15.03.2019 20:00,44.2,20.6,4.9,1.4,32.8,10.7,0,0
15.03.2019 21:00,44,14.8,3.7,1.3,18.6,10.4,0,0
15.03.2019 22:00,43.1,15.9,2.5,1.1,19.8,10.2,0,0
15.03.2019 23:00,27.3,30,3.9,1.6,42.5,8.6,0,0
16.03.2019 00:00,14.8,39.3,5.7,2.6,56,7.9,0,0
16.03.2019 01:00,7.8,39.5,6.4,2.3,50,6.4,0,0
16.03.2019 02:00,5.1,40.4,5.7,2.2,60.4,5.2,0,0
16.03.2019 03:00,15.4,27.6,3.7,1.6,34.6,4.2,0,0
16.03.2019 04:00,22.4,16.1,2.5,1.1,18.8,4.2,0,0
16.03.2019 05:00,10.5,24,3.3,1.1,30.4,3.7,0,0
16.03.2019 06:00,5.7,25.9,4.3,1.5,36.5,2.9,0,0
16.03.2019 07:00,1.2,36.8,5.3,1.9,74.1,2.8,0,1.7
16.03.2019 08:00,4.7,37.8,6.7,2.5,90.9,3.4,0,61.7
16.03.2019 09:00,10.4,40.3,10.7,3.1,113.1,6,0,286.2
16.03.2019 10:00,35.3,23,13.8,2.7,51.7,9.1,0,470.5
16.03.2019 11:00,41.2,17.5,8.9,1.8,36.1,10.8,0,617.8
16.03.2019 12:00,49.5,19.6,8.2,1.7,38.8,12.7,0,727.7
16.03.2019 13:00,57.5,18.6,9.4,1.6,34.3,14,0,661.2
16.03.2019 14:00,69.3,7.4,4.8,1.2,10.9,15.5,0,727.3
16.03.2019 15:00,70.8,13.3,5.3,1.2,21.6,16.9,0,651.7
16.03.2019 16:00,70.4,17.8,6,1.4,28.8,18.2,0,521
16.03.2019 17:00,69.4,22.8,9.4,1.8,35.4,18.5,0,352.7
16.03.2019 18:00,63.9,27.4,10.2,1.9,36.7,17.6,0,159.5
16.03.2019 19:00,41.1,44.6,15.5,2.9,62.5,14.4,0,6
16.03.2019 20:00,16.8,67.9,16.7,3.2,100.6,11.3,0,0
16.03.2019 21:00,15.9,59.9,17,4.6,76.3,9.5,0,0
16.03.2019 22:00,13.4,67.2,20.3,5.6,100.5,8,0,0
16.03.2019 23:00,13.9,62,15.1,4.5,87.3,7.6,0,0
17.03.2019 00:00,16.3,50.9,11.8,3.5,65.2,6.6,0,0
17.03.2019 01:00,17.1,47.5,9.6,3,61.8,6.2,0,0
17.03.2019 02:00,26.4,34.5,8.9,2.9,38.3,5.7,0,0
17.03.2019 03:00,31.9,27.8,5.6,2.6,31.9,5.3,0,0
17.03.2019 04:00,29.8,25.4,5.5,2.5,28.3,4.5,0,0
17.03.2019 05:00,33.1,21.2,6,2.4,23.8,4.5,0,0
17.03.2019 06:00,28.4,26.4,6.1,2.4,30.6,3.6,0,0
17.03.2019 07:00,23.7,33.1,6.4,2.3,40.2,3.5,0,2
17.03.2019 08:00,25.2,33.6,7.1,2.5,48.9,3.7,0,72
17.03.2019 09:00,43.2,22.7,7.1,2.3,34,6.9,0,338.2
17.03.2019 10:00,57.6,20.5,7.5,1.9,31.2,10.4,0,538
17.03.2019 11:00,71.8,15.8,6.2,1.8,23.4,13.7,0,674
17.03.2019 12:00,78,16.2,6.4,1.7,23.1,15.1,0,539.7
17.03.2019 13:00,68.3,21.3,8.7,2.1,29.7,15.9,0,294.5
17.03.2019 14:00,97.6,11.1,12,2.8,15.2,20.2,0,406.5
17.03.2019 15:00,102.5,10.8,15.2,3.4,15,20,0,382.7
17.03.2019 16:00,103,10.5,13.9,3.5,15.8,19.1,0,357.8
17.03.2019 17:00,101.3,11.8,10.1,3.4,16.9,16.6,0,75.7
17.03.2019 18:00,90.5,9.5,8,2.8,11.1,13,0,12.7
17.03.2019 19:00,83.4,5.7,3.8,1,6.3,7.5,0,1
17.03.2019 20:00,83.8,12.4,1.4,0.4,16.4,6.7,0,0
17.03.2019 21:00,90.6,11.1,2,0.4,14.9,7,0,0
17.03.2019 22:00,91.5,6,1.2,0.5,7.2,6.2,0,0
17.03.2019 23:00,90.8,5.9,2.4,0.6,7.2,6.4,0,0
18.03.2019 00:00,88.3,5,2,0.8,6.2,5.8,0,0
18.03.2019 01:00,87.3,3.5,1.4,0.9,3.9,5.4,0,0
18.03.2019 02:00,90.3,2.9,1.1,0.6,3.1,4.3,0,0
18.03.2019 03:00,81.9,4.4,1.1,0.7,4.8,3.5,0,0
18.03.2019 04:00,68.6,6.4,2,0.9,7.2,3.2,0,0
18.03.2019 05:00,72.7,6,2.3,1.1,6.9,3.7,0,0
18.03.2019 06:00,79.7,5.2,1.9,1.1,5.8,3.9,0,0
18.03.2019 07:00,74.3,17.8,3.1,1.3,25.7,3.6,0.1,1.5
18.03.2019 08:00,73.1,13.7,1.7,1,16.9,3.8,0,82
18.03.2019 09:00,66.5,26.8,3.6,1.1,40.8,4.6,0,279.2
18.03.2019 10:00,79.7,11.1,4.3,1.1,17.6,6.1,0,502.5
18.03.2019 11:00,79.7,14.5,5.7,1.3,23.2,7.8,0,665.7
18.03.2019 12:00,85.7,11.7,6.8,1.2,18.3,9.4,0,849.8
18.03.2019 13:00,86.1,9.3,6,1.2,14.1,9.7,0,832.8
18.03.2019 14:00,87.4,11.7,4.4,1,18.1,10.1,0,854
18.03.2019 15:00,88.9,13,3.9,0.9,20.9,11.2,0,759.2
18.03.2019 16:00,93.7,5.9,2.1,0.6,8.5,10.6,0,556.7
18.03.2019 17:00,95.8,3.7,1.4,0.4,4.6,9.8,0,285.3
18.03.2019 18:00,88.6,9.7,3,0.7,12.1,9.1,0,89.2
18.03.2019 19:00,79.8,12.6,4.4,1,13.9,7.4,0,10
18.03.2019 20:00,78.2,13,4.1,1.3,14.6,6.4,0,0
18.03.2019 21:00,81.9,6.7,3.2,1.2,6.9,6.1,0,0
18.03.2019 22:00,81,6.7,2.2,1.2,7.3,5.8,0,0
18.03.2019 23:00,72.6,12.1,3.6,1.5,12.8,5.2,0,0
19.03.2019 00:00,67.6,11.9,3.5,1.8,13,4.6,0,0
19.03.2019 01:00,52,16.4,5,2.2,19.1,3.2,0,0
19.03.2019 02:00,45.4,16.5,4.3,1.8,18.5,1.8,0,0
19.03.2019 03:00,44.7,17.3,3.7,1.7,18.5,1.2,0,0
19.03.2019 04:00,43.7,14.4,2.9,1.6,15.8,0.9,0,0
19.03.2019 05:00,34.3,21.9,3.6,1.5,25.5,0.1,0,0
19.03.2019 06:00,22.2,35.5,6.2,1.9,47.9,-0.4,0,0
19.03.2019 07:00,20.2,42.1,9.7,2.6,63.1,-0.5,0,2.8
19.03.2019 08:00,31.8,29.4,6.7,2.5,42,0.4,0,61.7
19.03.2019 09:00,36.7,31.3,9.9,3,55,2.4,0,315.5
19.03.2019 10:00,54.5,23.9,6.6,2.2,40.3,4.4,0,496.5
19.03.2019 11:00,76.7,13,3.9,1.4,20.6,6.1,0,642.5
19.03.2019 12:00,89.1,5.8,3.7,1.3,8.7,7.8,0,743.7
19.03.2019 13:00,92,8.5,3.1,1,13.2,9.7,0,783.2
19.03.2019 14:00,94.1,6.2,3.5,1,9.2,10.8,0,762.7
19.03.2019 15:00,96.1,5.9,2.5,0.9,8.3,11.3,0,680.7
19.03.2019 16:00,94.7,8.4,4,1.2,11.9,11.8,0,547.2
19.03.2019 17:00,89.8,14.4,5.2,1.4,20.4,11.6,0,368.7
19.03.2019 18:00,86.1,14.4,5.4,1.5,18.8,10.8,0,173.2
19.03.2019 19:00,78.5,15.4,6.1,1.9,17.7,8.6,0,8
19.03.2019 20:00,72.2,21.4,5.5,2.2,25.5,7.2,0,0
19.03.2019 21:00,57.6,29.4,7.6,3.1,32.5,5.9,0,0
19.03.2019 22:00,46.9,34,8.2,3.2,38.2,4.5,0,0
19.03.2019 23:00,48.8,30.3,8,2.9,35.6,3.5,0,0
20.03.2019 00:00,40.4,25.8,6.6,3.6,29.7,2.3,0,0
20.03.2019 01:00,40.4,23.7,4.4,3.1,25.5,1.6,0,0
20.03.2019 02:00,39.5,20.8,4.5,2.7,22.2,1.2,0,0
20.03.2019 03:00,41.2,19.9,4.1,2.9,20.9,0.8,0,0
20.03.2019 04:00,39.6,20.9,4,2.8,21.4,0.4,0,0
20.03.2019 05:00,33.4,27.2,5.1,2.7,31.5,0.2,0,0
20.03.2019 06:00,16.5,43.6,8,3.1,65.8,-0.9,0,0
20.03.2019 07:00,12.1,61.8,13.4,4,118.7,-0.6,0,3.2
20.03.2019 08:00,7.9,72.4,31.5,6.8,157,0,0,89
20.03.2019 09:00,24.1,61.1,29.5,6.4,122.7,2.2,0,323.5
20.03.2019 10:00,52.9,39.8,22.1,4.4,70.7,4.5,0,504.7
20.03.2019 11:00,72.5,26.6,14.9,3,41.6,6.5,0,649.2
20.03.2019 12:00,81.4,25.6,13.8,2.7,41.6,8.6,0,747.5
20.03.2019 13:00,87.5,22.5,9.1,2.1,34.7,10.4,0,786.8
20.03.2019 14:00,,,9.9,2.1,,12,0,767.8
20.03.2019 15:00,,14.1,,,18.6,13.4,0,686.7
20.03.2019 16:00,100.2,11,12.2,2.9,14.3,13.9,0,552.3
20.03.2019 17:00,93.8,12.9,15.3,4,16.2,13.7,0,375.8
20.03.2019 18:00,89.5,13.6,17.7,6,15.3,12.4,0,179.3
20.03.2019 19:00,81.6,17.7,13.8,7,18.6,10.4,0,8
20.03.2019 20:00,49.8,49.9,20,8.7,62.1,8.4,0,0
20.03.2019 21:00,27.9,62.2,17,7.4,74.7,6.3,0,0
20.03.2019 22:00,29,55.4,15.1,5.7,73.9,4.9,0,0
20.03.2019 23:00,43.6,37.6,11.5,5.1,45.9,4.1,0,0
21.03.2019 00:00,53.8,22.8,9,5,24.6,4.5,0,0
21.03.2019 01:00,49,22.8,8.5,5.1,24.9,3.7,0,0
21.03.2019 02:00,46.4,21.2,7.2,4.7,22.1,1.9,0,0
21.03.2019 03:00,38.8,29.5,6.9,4.5,32,1.9,0,0
21.03.2019 04:00,32.3,35.1,6.6,4.4,37.2,1.3,0,0
21.03.2019 05:00,35.8,29,8,4.3,32.7,0.6,0,0
21.03.2019 06:00,10.3,57,11.1,4.8,91.1,0,0,0
21.03.2019 07:00,4,76.5,16.6,6.1,173.3,-0.4,0,4
21.03.2019 08:00,4.1,99.1,49.7,11,307.5,0.6,0,100.8
21.03.2019 09:00,27.2,50.7,23.1,6.8,92.1,3.4,0,333.2
21.03.2019 10:00,49.7,39.3,23.5,5.5,68.5,6,0,513.8
21.03.2019 11:00,72.7,27.1,17.9,3.9,43,8.6,0,658.5
21.03.2019 12:00,83.4,25.1,21.1,3.9,38.6,11,0,754
21.03.2019 13:00,92.9,18.9,18.1,4,27.3,12.7,0,793.3
21.03.2019 14:00,92.7,18.7,17,5.3,27,13.9,0,771.7
21.03.2019 15:00,85.5,16.8,21.9,8.7,22.7,14.5,0,687.8
21.03.2019 16:00,85.7,18.2,25.2,10.6,24,14.9,0,552.5
21.03.2019 17:00,88.7,17.6,26.8,12.2,21.3,14.4,0,348.3
21.03.2019 18:00,82.5,18.9,28.4,15.5,21.2,13.2,0,125.7
21.03.2019 19:00,70.7,28,27.7,17.4,30.8,11.3,0,13.5
21.03.2019 20:00,51.7,44.6,25.9,16.7,53.2,9.8,0,0
21.03.2019 21:00,19.4,73,29.6,16,102.2,7.2,0,0
21.03.2019 22:00,23.6,59,23.4,12.6,76.2,6.1,0,0
21.03.2019 23:00,25.1,51.3,19.4,10.4,61.8,5.4,0,0
22.03.2019 00:00,38.6,35.3,13.9,8.8,40.3,5.2,0,0
22.03.2019 01:00,28.7,43.4,15.4,9.8,47.1,4.4,0,0
22.03.2019 02:00,38.8,29.2,11.6,7.7,30.5,3.4,0,0
22.03.2019 03:00,39.1,22.8,8.3,5.6,25.4,2,0,0
22.03.2019 04:00,30.8,31.2,9.2,5.7,35.5,1.9,0,0
22.03.2019 05:00,30.9,30.3,12.1,7.5,32,2,0,0
22.03.2019 06:00,22.4,38.2,12.8,8.6,41.7,2,0,0
22.03.2019 07:00,7.4,71.7,22.4,9,154.3,1.2,0,4.7
22.03.2019 08:00,4.8,87.6,39.6,11.1,232.8,2,0,110
22.03.2019 09:00,26.8,62.3,29.4,7.8,126,5,0,336.8
22.03.2019 10:00,45.3,48.1,23.4,5.9,79.4,10.2,0,516.8
22.03.2019 11:00,73.9,27.3,17.5,3.8,39.5,11.2,0,661.5
22.03.2019 12:00,85.4,28.4,18.7,3.6,39.9,13.4,0,759.7
22.03.2019 13:00,101.1,20.1,10.8,2.2,27.7,15.9,0,798.8
22.03.2019 14:00,105.1,22.4,12.4,2.4,31.5,17.6,0,778.3
